ID,Name,Height,Weight,Age,Sex,Profession,Salary,Height_indicator,Weight_indicator
18534,Яковлевa Устинья,171.0,69.0,77,ж,инженер,247000,False,False
18535,Алексеевa Элина,183.0,74.0,18,ж,студент,294000,False,False
18536,Масловa Лара,180.0,44.0,51,ж,бухгалтер,94000,False,False
18537,Комиссаровa Серафима,165.0,51.0,84,ж,бухгалтер,197000,False,False
18538,Зуевa Камилла,183.0,42.0,18,ж,студент,39000,False,False
18539,Пахомовa Дария,166.0,41.0,27,ж,врач,94000,False,False
18540,Егоровa Алевтина,183.0,47.0,39,ж,автослесарь,308000,False,False
18541,Иванковa Милана,177.0,40.0,45,ж,врач,60000,False,False
18542,Копыловa Алла,157.0,75.0,21,ж,автослесарь,157000,False,False
18543,Горбачёвa Магдалина,171.0,71.0,86,ж,инженер,373000,False,False
18544,Карповa Фрида,163.0,62.0,25,ж,программист,171000,False,False
18545,Терентьевa Изабелла,156.0,63.0,26,ж,программист,447000,False,False
18546,Фокинa Карина,179.0,65.0,83,ж,программист,204000,False,False
18547,Русаковa Марфа,175.0,67.0,18,ж,автослесарь,138000,True,False
18548,Гущинa Пелагея,180.0,42.0,82,ж,продавец,203000,False,False
18549,Агафоновa Рита,172.0,51.0,68,ж,врач,39000,False,False
18550,Сергеевa Виолетта,184.0,66.0,61,ж,программист,258000,False,False
18551,Ивановa Анжелика,159.0,53.0,59,ж,программист,410000,False,False
18552,Зуевa Богдана,163.0,61.0,83,ж,продавец,10000,False,False
18553,Евсеевa Виктория,177.0,76.0,50,ж,сантехник,440000,False,False
18554,Хохловa Сабина,172.0,69.0,59,ж,студент,268000,False,False
18555,Силинa Платонида,175.0,79.0,22,ж,бухгалтер,391000,True,False
18556,Устиновa Василина,161.0,64.0,87,ж,автослесарь,460000,False,False
18557,Давыдовa Анастасия,171.0,41.0,88,ж,автослесарь,447000,False,False
18558,Силинa Виталина,170.0,71.0,82,ж,продавец,147000,False,False
18559,Елисеевa Инесса,179.0,60.0,37,ж,бухгалтер,485000,False,False
18560,Игнатьевa Изольда,164.0,47.0,87,ж,студент,240000,False,False
18561,Никифоровa Светлана,172.0,60.0,35,ж,студент,444000,False,False
18562,Комиссаровa Алёна,177.0,57.0,35,ж,программист,281000,False,False
18563,Орловa Надежда,157.0,60.0,87,ж,преподаватель,307000,False,False
18564,Киселёвa Иванна,174.0,77.0,33,ж,бухгалтер,293000,False,False
18565,Носовa Ия,158.0,47.0,35,ж,продавец,148000,False,False
18566,Галкинa Марианна,158.0,75.0,46,ж,врач,70000,False,False
18567,Дьячковa Лара,163.0,56.0,26,ж,автослесарь,17000,False,False
18568,Блохинa Таяна,176.0,54.0,28,ж,врач,339000,False,False
18569,Гуляевa Серафима,183.0,72.0,85,ж,студент,302000,False,False
18570,Лаврентьевa Арина,179.0,45.0,47,ж,преподаватель,201000,False,False
18571,Дементьевa Полина,173.0,41.0,20,ж,продавец,289000,False,False
18572,Рыбаковa Цагана,175.0,50.0,62,ж,студент,230000,True,False
18573,Горшковa Полина,159.0,67.0,78,ж,сантехник,391000,False,False
18574,Громовa Авдотья,183.0,66.0,59,ж,врач,264000,False,False
18575,Владимировa Нонна,160.0,60.0,74,ж,инженер,30000,False,False
18576,Шиловa Роксана,170.0,52.0,52,ж,преподаватель,151000,False,False
18577,Крюковa Вилена,184.0,42.0,87,ж,преподаватель,94000,False,False
18578,Зыковa Раяна,183.0,76.0,21,ж,программист,390000,False,False
18579,Голубевa Алла,180.0,66.0,67,ж,сантехник,267000,False,False
18580,Трофимовa Лилия,175.0,46.0,53,ж,преподаватель,281000,True,False
18581,Сухановa Регина,163.0,76.0,33,ж,студент,247000,False,False
18582,Александровa Вероника,168.0,48.0,50,ж,врач,143000,False,False
18583,Гуляевa Капитолина,180.0,72.0,22,ж,продавец,68000,False,False
18584,Алексеевa Устинья,156.0,77.0,63,ж,продавец,363000,False,False
18585,Юдинa Нинель,170.0,79.0,60,ж,бухгалтер,429000,False,False
18586,Лебедевa Алиса,171.0,51.0,55,ж,автослесарь,120000,False,False
18587,Калашниковa Агафья,173.0,66.0,56,ж,врач,496000,False,False
18588,Марковa Октябрина,175.0,78.0,74,ж,врач,23000,True,False
18589,Лыткинa Руслана,168.0,55.0,34,ж,студент,273000,False,False
18590,Блохинa Василиса,159.0,79.0,44,ж,программист,300000,False,False
18591,Лебедевa Лика,169.0,54.0,68,ж,сантехник,478000,False,False
18592,Громовa Александрина,162.0,43.0,78,ж,врач,207000,False,False
18593,Лаврентьевa Екатерина,184.0,58.0,39,ж,продавец,293000,False,False
18594,Лыткинa Цагана,177.0,48.0,57,ж,бухгалтер,414000,False,False
18595,Одинцовa Регина,177.0,40.0,57,ж,продавец,261000,False,False
18596,Волковa Софья,159.0,72.0,18,ж,бухгалтер,473000,False,False
18597,Русаковa Аврора,167.0,74.0,20,ж,инженер,393000,False,False
18598,Колесниковa Юлия,165.0,53.0,88,ж,продавец,323000,False,False
18599,Артемьевa Стелла,169.0,70.0,61,ж,инженер,13000,False,False
18600,Вишняковa Марианна,164.0,64.0,43,ж,врач,23000,False,False
18601,Большаковa Вероника,165.0,59.0,83,ж,инженер,497000,False,False
18602,Ширяевa Тамила,161.0,42.0,20,ж,преподаватель,440000,False,False
18603,Куликовa Агнесса,170.0,48.0,29,ж,инженер,190000,False,False
18604,Семёновa Алиса,167.0,43.0,30,ж,продавец,103000,False,False
18605,Ореховa Акулина,175.0,68.0,29,ж,инженер,91000,True,False
18606,Елисеевa Алекса,173.0,70.0,82,ж,студент,220000,False,False
18607,Михайловa Дария,163.0,78.0,75,ж,преподаватель,293000,False,False
18608,Кудряшовa Алла,162.0,50.0,77,ж,автослесарь,256000,False,False
18609,Фоминa Мирра,175.0,48.0,38,ж,инженер,449000,True,False
18610,Лобановa Мирра,175.0,45.0,31,ж,бухгалтер,269000,False,False
18611,Ермаковa Анастасия,161.0,77.0,27,ж,сантехник,217000,False,False
18612,Игнатовa Агата,156.0,52.0,84,ж,автослесарь,354000,False,False
18613,Кулагинa Изольда,180.0,55.0,65,ж,программист,105000,False,False
18614,Захаровa Ксения,183.0,48.0,89,ж,бухгалтер,498000,False,False
18615,Ивановa Александра,155.0,73.0,23,ж,врач,117000,False,False
18616,Пономарёвa Рита,174.0,74.0,26,ж,преподаватель,298000,False,False
18617,Пономарёвa Мирра,157.0,53.0,71,ж,программист,306000,False,False
18618,Мельниковa Илона,163.0,53.0,57,ж,продавец,311000,False,False
18619,Селезнёвa Иветта,170.0,72.0,70,ж,автослесарь,305000,False,False
18620,Савинa Эвелина,181.0,45.0,52,ж,программист,146000,False,False
18621,Титовa Клара,177.0,73.0,85,ж,сантехник,347000,False,False
18622,Князевa Анжела,184.0,49.0,49,ж,автослесарь,208000,False,False
18623,Калининa Алиса,177.0,62.0,78,ж,программист,481000,False,False
18624,Михеевa Варвара,164.0,47.0,27,ж,бухгалтер,90000,False,False
18625,Кудряшовa Искра,174.0,43.0,61,ж,автослесарь,28000,False,False
18626,Селиверстовa Ира,175.0,40.0,34,ж,продавец,447000,False,False
18627,Макаровa Ульяна,160.0,77.0,49,ж,студент,154000,False,False
18628,Абрамовa Вета,169.0,41.0,71,ж,программист,11000,False,False
18629,Дроздовa Акулина,175.0,77.0,59,ж,бухгалтер,256000,True,False
18630,Власовa Нина,164.0,66.0,75,ж,сантехник,104000,False,False
18631,Козловa Эвелина,176.0,56.0,62,ж,бухгалтер,77000,False,False
18632,Смирновa Изольда,162.0,50.0,43,ж,инженер,300000,False,False
18633,Туровa Виолетта,171.0,70.0,87,ж,преподаватель,263000,False,False
18634,Суворовa Софья,161.0,41.0,26,ж,инженер,346000,False,False
18635,Черновa Мира,160.0,67.0,61,ж,инженер,49000,False,False
18636,Михайловa Евдокия,169.0,59.0,49,ж,бухгалтер,411000,False,False
18637,Анисимовa Оксана,183.0,49.0,30,ж,автослесарь,58000,False,False
18638,Наумовa Лидия,162.0,62.0,55,ж,программист,100000,False,False
18639,Архиповa Ангелина,155.0,75.0,39,ж,автослесарь,487000,False,False
18640,Родионовa Элеонора,172.0,50.0,82,ж,автослесарь,452000,False,False
18641,Большаковa Мария,160.0,70.0,49,ж,продавец,119000,False,False
18642,Захаровa Лидия,157.0,45.0,31,ж,бухгалтер,361000,False,False
18643,Власовa Милада,158.0,43.0,72,ж,врач,130000,False,False
18644,Куликовa Катерина,170.0,72.0,28,ж,продавец,170000,False,False
18645,Савельевa Таисия,175.0,65.0,65,ж,программист,464000,True,False
18646,Дьячковa Искра,181.0,73.0,20,ж,продавец,120000,False,False
18647,Веселовa Лина,183.0,43.0,48,ж,студент,326000,False,False
18648,Хохловa Эмилия,164.0,72.0,88,ж,преподаватель,437000,False,False
18649,Сергеевa Иллирика,176.0,68.0,22,ж,преподаватель,319000,False,False
18650,Копыловa Амалия,175.0,64.0,52,ж,программист,304000,True,False
18651,Нестеровa Зинаида,175.0,72.0,37,ж,программист,408000,True,False
18652,Лебедевa Софья,184.0,61.0,79,ж,продавец,420000,False,False
18653,Елисеевa Анжелика,180.0,58.0,31,ж,студент,30000,False,False
18654,Беляковa Альбина,172.0,48.0,26,ж,врач,61000,False,False
18655,Нестеровa Ярослава,157.0,72.0,81,ж,бухгалтер,30000,False,False
18656,Смирновa Ляля,170.0,41.0,35,ж,автослесарь,96000,False,False
18657,Горбачёвa Богдана,183.0,71.0,19,ж,студент,440000,False,False
18658,Беловa Ульяна,184.0,58.0,19,ж,автослесарь,382000,False,False
18659,Мышкинa Аврора,181.0,58.0,77,ж,врач,108000,False,False
18660,Михайловa Нелли,172.0,53.0,55,ж,бухгалтер,14000,False,False
18661,Моисеевa Клара,175.0,45.0,73,ж,преподаватель,179000,True,False
18662,Горбачёвa Светлана,169.0,46.0,73,ж,бухгалтер,369000,False,False
18663,Мышкинa Ванда,168.0,76.0,21,ж,продавец,388000,False,False
18664,Мишинa Майя,157.0,41.0,66,ж,врач,370000,False,False
18665,Селезнёвa Роксана,157.0,54.0,55,ж,студент,78000,False,False
18666,Андреевa Ира,157.0,64.0,82,ж,врач,315000,False,False
18667,Фоминa Акулина,175.0,61.0,28,ж,программист,152000,False,False
18668,Тарасовa Милада,182.0,77.0,68,ж,программист,425000,False,False
18669,Жуковa Марфа,175.0,64.0,30,ж,врач,389000,True,False
18670,Силинa Ева,165.0,62.0,50,ж,сантехник,326000,False,False
18671,Яковлевa Соня,182.0,51.0,80,ж,продавец,105000,False,False
18672,Владимировa Октябрина,180.0,72.0,59,ж,программист,52000,False,False
18673,Александровa Светлана,172.0,52.0,67,ж,бухгалтер,261000,False,False
18674,Калининa Иоанна,174.0,52.0,37,ж,преподаватель,233000,False,False
18675,Устиновa Анна,183.0,48.0,47,ж,продавец,59000,False,False
18676,Емельяновa Агафья,165.0,58.0,62,ж,автослесарь,366000,False,False
18677,Крыловa Аделия,183.0,58.0,53,ж,сантехник,382000,False,False
18678,Дорофеевa Влада,174.0,68.0,23,ж,сантехник,62000,False,False
18679,Петуховa Цагана,181.0,51.0,78,ж,инженер,430000,False,False
18680,Щербаковa Ираида,175.0,75.0,87,ж,бухгалтер,123000,True,False
18681,Потаповa Цветана,173.0,74.0,80,ж,студент,499000,False,False
18682,Сергеевa Мила,173.0,58.0,48,ж,продавец,237000,False,False
18683,Поповa Нелли,156.0,44.0,46,ж,преподаватель,133000,False,False
18684,Туровa Дарья,184.0,79.0,75,ж,студент,231000,False,False
18685,Савинa Анисья,173.0,59.0,55,ж,программист,41000,False,False
18686,Петуховa Екатерина,175.0,44.0,19,ж,автослесарь,353000,True,False
18687,Буровa Юлия,175.0,60.0,67,ж,программист,201000,True,False
18688,Сухановa Динара,165.0,43.0,79,ж,программист,363000,False,False
18689,Рыбаковa Марианна,177.0,56.0,87,ж,автослесарь,471000,False,False
18690,Зиновьевa Анжелика,177.0,46.0,23,ж,инженер,177000,False,False
18691,Новиковa Нина,178.0,59.0,28,ж,бухгалтер,171000,False,False
18692,Черновa Иоанна,175.0,42.0,25,ж,бухгалтер,292000,True,False
18693,Козловa Ника,182.0,74.0,77,ж,инженер,379000,False,False
18694,Александровa Соня,157.0,67.0,41,ж,сантехник,223000,False,False
18695,Шаровa Евгения,172.0,58.0,37,ж,преподаватель,487000,False,False
18696,Васильевa Вероника,155.0,59.0,38,ж,программист,364000,False,False
18697,Герасимовa Дарья,164.0,46.0,59,ж,врач,240000,False,False
18698,Савельевa София,161.0,48.0,67,ж,бухгалтер,254000,False,False
18699,Кондратьевa Тамила,167.0,58.0,51,ж,автослесарь,213000,False,False
18700,Лазаревa Фаина,166.0,67.0,22,ж,инженер,104000,False,False
18701,Бобровa Авдотья,161.0,47.0,29,ж,автослесарь,168000,False,False
18702,Сухановa Ванда,179.0,64.0,81,ж,врач,324000,False,False
18703,Калининa Аделина,176.0,56.0,27,ж,студент,383000,False,False
18704,Белоусовa Надежда,173.0,68.0,45,ж,бухгалтер,16000,False,False
18705,Кудрявцевa Цагана,161.0,69.0,78,ж,студент,469000,False,False
18706,Овчинниковa Валентина,176.0,78.0,81,ж,программист,416000,False,False
18707,Беляевa Ия,175.0,43.0,42,ж,преподаватель,221000,True,False
18708,Пестовa Иоанна,162.0,64.0,48,ж,студент,447000,False,False
18709,Яковлевa Амелия,166.0,48.0,56,ж,врач,273000,False,False
18710,Лаврентьевa Эвелина,175.0,70.0,83,ж,автослесарь,460000,True,False
18711,Колобовa Агафия,155.0,65.0,25,ж,студент,67000,False,False
18712,Голубевa Венера,165.0,75.0,36,ж,автослесарь,363000,False,False
18713,Афанасьевa Ася,156.0,51.0,62,ж,студент,201000,False,False
18714,Бирюковa Агата,182.0,42.0,66,ж,врач,166000,False,False
18715,Емельяновa Зоряна,156.0,62.0,42,ж,программист,317000,False,False
18716,Быковa Эрика/div>,168.0,41.0,50,ж,продавец,344000,False,False
18717,Родионовa Анжелика,169.0,41.0,79,ж,бухгалтер,422000,False,False
18718,Дорофеевa Милица,167.0,77.0,28,ж,студент,48000,False,False
18719,Фомичёвa Яна,173.0,41.0,32,ж,преподаватель,342000,False,False
18720,Пановa Таисия,168.0,48.0,27,ж,инженер,362000,False,False
18721,Назаровa Леся,176.0,73.0,79,ж,преподаватель,265000,False,False
18722,Терентьевa Виктория,162.0,49.0,32,ж,продавец,230000,False,False
18723,Бирюковa Марианна,175.0,52.0,45,ж,преподаватель,494000,True,False
18724,Мироновa Россияна,163.0,59.0,83,ж,сантехник,190000,False,False
18725,Кулагинa Анна,177.0,72.0,52,ж,сантехник,237000,False,False
18726,Степановa Наталья,166.0,42.0,35,ж,врач,56000,False,False
18727,Капустинa Аполлинария,175.0,74.0,18,ж,автослесарь,13000,False,False
18728,Шиловa Гертруда,183.0,43.0,58,ж,врач,366000,False,False
18729,Вишняковa Ада,155.0,50.0,38,ж,преподаватель,301000,False,False
18730,Наумовa Россияна,162.0,54.0,71,ж,бухгалтер,438000,False,False
18731,Николаевa Соня,181.0,69.0,61,ж,инженер,326000,False,False
18732,Ермаковa Раиса,184.0,58.0,42,ж,сантехник,273000,False,False
18733,Пахомовa Анфиса,164.0,74.0,57,ж,программист,162000,False,False
18734,Ефремовa Наталия,173.0,45.0,67,ж,программист,64000,False,False
18735,Емельяновa Лика,155.0,68.0,38,ж,преподаватель,420000,False,False
18736,Гордеевa Майя,172.0,46.0,68,ж,сантехник,321000,False,False
18737,Николаевa Россияна,184.0,78.0,31,ж,продавец,436000,False,False
18738,Черновa Раяна,179.0,46.0,62,ж,преподаватель,236000,False,False
18739,Ларионовa Дария,163.0,62.0,47,ж,продавец,11000,False,False
18740,Орловa Аделаида,179.0,61.0,58,ж,инженер,223000,False,False
18741,Поповa Ираида,160.0,47.0,29,ж,бухгалтер,497000,False,False
18742,Колесниковa Ярина,166.0,58.0,28,ж,преподаватель,162000,False,False
18743,Калининa Домника,175.0,69.0,59,ж,программист,446000,True,False
18744,Антоновa Стефания,172.0,57.0,45,ж,студент,235000,False,False
18745,Громовa Эвелина,176.0,59.0,53,ж,инженер,248000,False,False
18746,Соболевa Виктория,180.0,75.0,63,ж,автослесарь,315000,False,False
18747,Муравьёвa Глафира,157.0,45.0,48,ж,студент,299000,False,False
18748,Марковa Тамила,184.0,78.0,85,ж,продавец,339000,False,False
18749,Вишняковa Ася,164.0,57.0,87,ж,студент,54000,False,False
18750,Михеевa Руслана,175.0,55.0,45,ж,продавец,117000,True,False
18751,Горбуновa Елизавета,167.0,54.0,72,ж,продавец,141000,False,False
18752,Муравьёвa Магдалина,178.0,78.0,47,ж,программист,101000,False,False
18753,Лаврентьевa Глафира,159.0,67.0,70,ж,программист,290000,False,False
18754,Давыдовa Аполлинария,160.0,69.0,77,ж,инженер,256000,False,False
18755,Лебедевa Ванда,174.0,75.0,61,ж,бухгалтер,229000,False,False
18756,Мышкинa Каролина,184.0,45.0,22,ж,продавец,99000,False,False
18757,Костинa Аврора,164.0,72.0,42,ж,студент,243000,False,False
18758,Анисимовa Роза,177.0,44.0,74,ж,бухгалтер,157000,False,False
18759,Галкинa Юлиана,166.0,61.0,27,ж,продавец,184000,False,False
18760,Коноваловa Лара,182.0,77.0,24,ж,программист,380000,False,False
18761,Буровa Ляля,155.0,47.0,26,ж,бухгалтер,480000,False,False
18762,Евдокимовa Эмилия,177.0,61.0,73,ж,автослесарь,347000,False,False
18763,Фёдоровa Зоряна,179.0,45.0,76,ж,инженер,155000,False,False
18764,Антоновa Бронислава,157.0,42.0,39,ж,инженер,84000,False,False
18765,Трофимовa Лика,162.0,43.0,80,ж,сантехник,311000,False,False
18766,Савинa Владислава,182.0,45.0,39,ж,преподаватель,340000,False,False
18767,Гордеевa Софья,172.0,63.0,59,ж,бухгалтер,474000,False,False
18768,Степановa Аида,167.0,56.0,21,ж,инженер,234000,False,False
18769,Зайцевa Ксения,177.0,67.0,83,ж,программист,224000,False,False
18770,Смирновa Дина,175.0,78.0,76,ж,программист,406000,True,False
18771,Капустинa Эрика/div>,161.0,43.0,76,ж,программист,382000,False,False
18772,Богдановa Марфа,183.0,71.0,58,ж,бухгалтер,161000,False,False
18773,Воробьёвa Екатерина,177.0,60.0,73,ж,инженер,458000,False,False
18774,Шаровa Виолетта,174.0,68.0,87,ж,программист,199000,False,False
18775,Лобановa Дарья,174.0,52.0,47,ж,продавец,301000,False,False
18776,Жуковa Амалия,180.0,40.0,31,ж,врач,51000,False,False
18777,Сидоровa Лина,184.0,40.0,55,ж,автослесарь,303000,False,False
18778,Шестаковa Янина,160.0,49.0,20,ж,врач,313000,False,False
18779,Якушевa Русалина,164.0,47.0,79,ж,инженер,58000,False,False
18780,Беспаловa Тамила,183.0,45.0,42,ж,бухгалтер,455000,False,False
18781,Ефимовa Кристина,183.0,51.0,71,ж,студент,341000,False,False
18782,Трофимовa Инга,161.0,69.0,35,ж,бухгалтер,445000,False,False
18783,Пестовa Алиса,167.0,53.0,71,ж,врач,138000,False,False
18784,Жуковa Дина,182.0,69.0,42,ж,студент,25000,False,False
18785,Нестеровa Екатерина,163.0,74.0,30,ж,студент,389000,False,False
18786,Овчинниковa Анфиса,170.0,48.0,21,ж,сантехник,337000,False,False
18787,Поповa Динара,178.0,68.0,43,ж,врач,353000,False,False
18788,Воробьёвa Маргарита,176.0,42.0,68,ж,программист,272000,False,False
18789,Мартыновa Виталия,176.0,54.0,27,ж,программист,88000,False,False
18790,Ларионовa Леся,162.0,54.0,44,ж,студент,90000,False,False
18791,Поляковa Лолита,175.0,77.0,81,ж,программист,290000,True,False
18792,Пономарёвa Мила,158.0,65.0,70,ж,инженер,68000,False,False
18793,Гришинa Таяна,155.0,66.0,58,ж,бухгалтер,40000,False,False
18794,Тихоновa Изабелла,182.0,42.0,77,ж,продавец,302000,False,False
18795,Игнатьевa Злата,175.0,52.0,74,ж,преподаватель,126000,True,False
18796,Архиповa Дария,178.0,75.0,65,ж,сантехник,30000,False,False
18797,Федосеевa Лолита,170.0,46.0,66,ж,автослесарь,48000,False,False
18798,Харитоновa Изабелла,161.0,63.0,68,ж,врач,85000,False,False
18799,Гусевa Лада,169.0,73.0,23,ж,сантехник,322000,False,False
18800,Савельевa Валентина,173.0,52.0,82,ж,инженер,479000,False,False
18801,Игнатьевa Илга,176.0,67.0,38,ж,врач,491000,False,False
18802,Красильниковa Рада,175.0,61.0,69,ж,бухгалтер,42000,True,False
18803,Мышкинa Агния,166.0,66.0,72,ж,преподаватель,127000,False,False
18804,Казаковa Лолита,183.0,47.0,46,ж,автослесарь,22000,False,False
18805,Сысоевa Лия,178.0,43.0,34,ж,бухгалтер,334000,False,False
18806,Королёвa Анастасия,175.0,72.0,82,ж,автослесарь,156000,True,False
18807,Филипповa Алина,166.0,42.0,50,ж,преподаватель,194000,False,False
18808,Андреевa Бронислава,170.0,61.0,83,ж,сантехник,108000,False,False
18809,Абрамовa Агафия,156.0,43.0,87,ж,врач,118000,False,False
18810,Павловa Евгения,169.0,55.0,72,ж,инженер,453000,False,False
18811,Королёвa Ванда,165.0,76.0,18,ж,преподаватель,232000,False,False
18812,Гришинa Антонина,170.0,68.0,38,ж,инженер,356000,False,False
18813,Лихачёвa Наталия,158.0,65.0,50,ж,автослесарь,486000,False,False
18814,Щукинa Изабелла,168.0,75.0,43,ж,студент,227000,False,False
18815,Яковлевa Елизавета,155.0,48.0,55,ж,инженер,97000,False,False
18816,Селезнёвa Аксинья,169.0,53.0,35,ж,инженер,15000,False,False
18817,Меркушевa Марьяна,158.0,77.0,70,ж,автослесарь,191000,False,False
18818,Кошелевa Олеся,184.0,55.0,40,ж,автослесарь,276000,False,False
18819,Титовa Нонна,156.0,59.0,64,ж,сантехник,36000,False,False
18820,Соболевa Пелагея,179.0,71.0,49,ж,инженер,214000,False,False
18821,Князевa Лада,156.0,76.0,60,ж,продавец,368000,False,False
18822,Титовa Александрина,166.0,72.0,20,ж,инженер,178000,False,False
18823,Бобровa Влада,172.0,47.0,44,ж,студент,178000,False,False
18824,Пахомовa Нора,156.0,55.0,83,ж,продавец,29000,False,False
18825,Осиповa Нонна,174.0,48.0,22,ж,автослесарь,28000,False,False
18826,Беловa Варвара,179.0,56.0,89,ж,программист,344000,False,False
18827,Хохловa Дора,162.0,61.0,23,ж,инженер,274000,False,False
18828,Корниловa Динара,165.0,52.0,56,ж,автослесарь,36000,False,False
18829,Роговa Агафия,175.0,75.0,54,ж,продавец,425000,True,False
18830,Журавлёвa Роксана,175.0,76.0,47,ж,продавец,330000,False,False
18831,Васильевa Ярина,180.0,77.0,80,ж,продавец,79000,False,False
18832,Архиповa Юлия,176.0,78.0,87,ж,врач,209000,False,False
18833,Кононовa Илона,175.0,72.0,31,ж,преподаватель,55000,True,False
18834,Соколовa Марта,157.0,71.0,64,ж,студент,283000,False,False
18835,Колесниковa Антонина,183.0,44.0,61,ж,бухгалтер,223000,False,False
18836,Третьяковa Тамара,156.0,51.0,20,ж,продавец,251000,False,False
18837,Жуковa Фаина,170.0,66.0,44,ж,автослесарь,452000,False,False
18838,Исаковa Акулина,175.0,66.0,89,ж,инженер,72000,True,False
18839,Ершовa Марфа,157.0,45.0,33,ж,врач,242000,False,False
18840,Николаевa Нелли,169.0,65.0,64,ж,сантехник,379000,False,False
18841,Анисимовa Жанна,157.0,47.0,67,ж,преподаватель,252000,False,False
18842,Емельяновa Виола,175.0,57.0,53,ж,сантехник,439000,True,False
18843,Николаевa Эльза,175.0,53.0,53,ж,бухгалтер,66000,True,False
18844,Ковалёвa Стелла,162.0,54.0,39,ж,автослесарь,254000,False,False
18845,Фоминa Софья,181.0,53.0,75,ж,преподаватель,85000,False,False
18846,Смирновa Рада,162.0,75.0,36,ж,бухгалтер,225000,False,False
18847,Тетеринa Ефросинья,171.0,42.0,62,ж,сантехник,82000,False,False
18848,Наумовa Инесса,173.0,64.0,72,ж,врач,124000,False,False
18849,Захаровa Мира,162.0,60.0,62,ж,преподаватель,184000,False,False
18850,Сазоновa Милена,160.0,50.0,85,ж,автослесарь,101000,False,False
18851,Мельниковa Аэлита,183.0,66.0,72,ж,сантехник,494000,False,False
18852,Александровa Камилла,174.0,57.0,64,ж,инженер,493000,False,False
18853,Герасимовa Ефросинья,179.0,51.0,47,ж,сантехник,268000,False,False
18854,Исаевa Зинаида,175.0,63.0,29,ж,врач,371000,True,False
18855,Большаковa Ирина,168.0,44.0,38,ж,бухгалтер,266000,False,False
18856,Горбачёвa Серафима,175.0,52.0,63,ж,студент,391000,True,False
18857,Ларионовa Нонна,178.0,56.0,72,ж,автослесарь,448000,False,False
18858,Афанасьевa Лукерья,177.0,74.0,23,ж,продавец,55000,False,False
18859,Цветковa Вета,163.0,67.0,79,ж,бухгалтер,436000,False,False
18860,Рыбаковa Алсу,174.0,62.0,56,ж,автослесарь,13000,False,False
18861,Елисеевa Илга,171.0,42.0,37,ж,врач,445000,False,False
18862,Кононовa Злата,164.0,55.0,69,ж,врач,485000,False,False
18863,Кулаковa Милена,176.0,75.0,60,ж,автослесарь,116000,False,False
18864,Ореховa Алсу,175.0,78.0,31,ж,преподаватель,344000,True,False
18865,Козловa Камилла,179.0,64.0,33,ж,врач,381000,False,False
18866,Савинa Тамара,175.0,51.0,69,ж,сантехник,248000,True,False
18867,Поляковa Магдалена,180.0,57.0,41,ж,автослесарь,496000,False,False
18868,Степановa Рената,183.0,73.0,24,ж,автослесарь,202000,False,False
18869,Родионовa Елена,169.0,72.0,77,ж,продавец,201000,False,False
18870,Блохинa Иванна,182.0,46.0,65,ж,преподаватель,177000,False,False
18871,Сафоновa Лариса,171.0,77.0,52,ж,врач,21000,False,False
18872,Симоновa Влада,165.0,59.0,35,ж,бухгалтер,196000,False,False
18873,Козловa Платонида,181.0,70.0,81,ж,врач,237000,False,False
18874,Комаровa Рита,160.0,56.0,37,ж,инженер,251000,False,False
18875,Орловa Владана,165.0,76.0,71,ж,сантехник,330000,False,False
18876,Матвеевa Лика,182.0,76.0,57,ж,бухгалтер,307000,False,False
18877,Киселёвa Адель,173.0,47.0,37,ж,бухгалтер,81000,False,False
18878,Морозовa Василиса,174.0,63.0,70,ж,врач,186000,False,False
18879,Титовa Викторина,169.0,47.0,84,ж,врач,291000,False,False
18880,Калашниковa Виталина,159.0,56.0,46,ж,преподаватель,95000,False,False
18881,Ефимовa Рита,172.0,75.0,19,ж,продавец,395000,False,False
18882,Гущинa Виктория,155.0,77.0,36,ж,врач,254000,False,False
18883,Карповa Рада,175.0,76.0,89,ж,автослесарь,309000,False,False
18884,Силинa Эдита,155.0,52.0,70,ж,бухгалтер,177000,False,False
18885,Мишинa Агния,167.0,47.0,44,ж,программист,370000,False,False
18886,Савинa Аделия,174.0,46.0,77,ж,бухгалтер,181000,False,False
18887,Стрелковa Лера,184.0,62.0,58,ж,преподаватель,216000,False,False
18888,Потаповa Венера,175.0,46.0,67,ж,автослесарь,415000,True,False
18889,Рожковa Снежана,169.0,69.0,71,ж,бухгалтер,455000,False,False
18890,Ермаковa Есения,176.0,70.0,56,ж,преподаватель,68000,False,False
18891,Фокинa Ира,183.0,56.0,62,ж,студент,327000,False,False
18892,Щербаковa Роза,184.0,45.0,78,ж,автослесарь,336000,False,False
18893,Сидоровa Ираида,161.0,63.0,28,ж,преподаватель,398000,False,False
18894,Якушевa Вета,161.0,42.0,74,ж,сантехник,69000,False,False
18895,Степановa Дарья,178.0,45.0,40,ж,продавец,313000,False,False
18896,Буровa Алла,175.0,49.0,29,ж,продавец,356000,True,False
18897,Буровa Надежда,161.0,40.0,56,ж,врач,418000,False,False
18898,Суворовa Надежда,157.0,49.0,55,ж,продавец,457000,False,False
18899,Евсеевa Калерия,165.0,53.0,49,ж,программист,245000,False,False
18900,Давыдовa Римма,183.0,67.0,24,ж,студент,125000,False,False
18901,Фоминa Ярина,181.0,70.0,68,ж,автослесарь,460000,False,False
